date,emerging,europe,sp500
18/Jan/2023,63.951,66.566002,57.115002
19/Jan/2023,63.817001,65.291,56.679001
20/Jan/2023,64.334999,65.768997,57.750999
23/Jan/2023,64.486,66.308998,58.437
24/Jan/2023,64.517998,66.202003,58.395
25/Jan/2023,64.646004,66.200996,58.384998
26/Jan/2023,65.342003,66.158997,59.027
27/Jan/2023,65.263,66.218002,59.174999
30/Jan/2023,64.817001,66.310997,58.407001
31/Jan/2023,64.040001,66.082001,59.263
01/Feb/2023,64.741997,66.420998,59.882
02/Feb/2023,64.914001,67.356003,60.762001
03/Feb/2023,64.487999,67.117996,60.132999
06/Feb/2023,62.984001,65.841003,59.764
07/Feb/2023,63.048,65.746002,60.533001
08/Feb/2023,63.362,66.094002,59.862
09/Feb/2023,63.606998,66.763,59.334
10/Feb/2023,62.932999,65.626999,59.464001
13/Feb/2023,62.924999,66.482002,60.145
14/Feb/2023,62.984001,66.543999,60.127998
15/Feb/2023,62.387001,66.559998,60.294998
16/Feb/2023,62.776001,66.676003,59.463001
17/Feb/2023,62.049,66.496002,59.299
20/Feb/2023,62.408001,66.696999,59.299
21/Feb/2023,61.785999,66.549004,58.110001
22/Feb/2023,60.971001,65.995003,58.019001
23/Feb/2023,61.324001,65.794998,58.327999
24/Feb/2023,60.338001,64.734001,57.713001
27/Feb/2023,60.050999,65.786003,57.890999
28/Feb/2023,59.849998,65.580002,57.715
01/Mar/2023,61.103001,65.502998,57.442001
02/Mar/2023,60.846001,65.494003,57.877998
03/Mar/2023,61.341,66.011002,58.812
06/Mar/2023,61.695999,66.488998,58.853001
07/Mar/2023,61.362999,65.417999,57.951
08/Mar/2023,60.723,65.262001,58.033001
09/Mar/2023,60.122002,65.235001,56.962002
10/Mar/2023,59.307999,65.100998,56.137001
13/Mar/2023,59.695,63.831001,56.051998
14/Mar/2023,58.676998,64.740997,56.976002
15/Mar/2023,58.785999,61.771999,56.577999
16/Mar/2023,58.443001,63.018002,57.571999
17/Mar/2023,59.077999,62.417999,56.937
20/Mar/2023,58.543999,63.477001,57.445
21/Mar/2023,59.132999,64.598,58.191002
22/Mar/2023,59.693001,64.857002,57.233002
23/Mar/2023,60.705002,65.294998,57.403999
24/Mar/2023,60.356998,63.695999,57.727001
27/Mar/2023,59.851002,64.482002,57.821999
28/Mar/2023,60.264999,64.764999,57.730999
29/Mar/2023,60.852001,65.570999,58.553001
30/Mar/2023,61.201,66.709,58.888
31/Mar/2023,61.481998,66.862999,59.737999
03/Apr/2023,61.412998,67.008003,59.959
04/Apr/2023,61.316002,67.444,59.611
05/Apr/2023,61.331001,67.028,59.463001
06/Apr/2023,61.118,67.440002,59.675999
07/Apr/2023,61.282001,67.440002,59.675999
10/Apr/2023,61.382,66.931999,59.735001
11/Apr/2023,61.852001,67.767998,59.733002
12/Apr/2023,61.686001,68.262001,59.486
13/Apr/2023,61.901001,68.969002,60.275002
14/Apr/2023,62.115002,69.103996,60.150002
17/Apr/2023,62.32,68.516998,60.348999
18/Apr/2023,62.118999,69.070999,60.400002
19/Apr/2023,61.487,68.984001,60.395
20/Apr/2023,61.451,69.024002,60.035999
21/Apr/2023,60.889,69.233002,60.09
24/Apr/2023,60.681,69.584,60.140999
25/Apr/2023,59.949001,69.003998,59.189999
26/Apr/2023,60.089001,68.810997,58.963001
27/Apr/2023,60.358002,68.716003,60.117001
28/Apr/2023,60.66,69.281998,60.612999
01/May/2023,60.640999,68.949997,60.589001
02/May/2023,60.466999,68.094002,59.887001
03/May/2023,60.199001,68.778,59.467999
04/May/2023,60.617001,68.138,59.039001
05/May/2023,60.945999,68.888,60.130001
08/May/2023,61.429001,69.176003,60.157001
09/May/2023,60.981998,68.598999,59.881001
10/May/2023,60.820999,68.425003,60.150002
11/May/2023,60.708,68.086998,60.048
12/May/2023,60.408001,68.015999,59.952999
15/May/2023,60.687,68.196999,60.130001
16/May/2023,60.796001,67.906998,59.747002
17/May/2023,60.584,67.518997,60.457001
18/May/2023,60.729,67.470001,61.028
19/May/2023,60.672001,68.026001,60.939999
22/May/2023,61.046001,68.098999,60.949001
23/May/2023,60.756001,67.549004,60.264999
24/May/2023,60.278,66.251999,59.824001
25/May/2023,59.849998,65.829002,60.348
26/May/2023,60.400002,66.459,61.136002
29/May/2023,60.331001,66.402,61.136002
30/May/2023,60.242001,65.883003,61.137001
31/May/2023,59.509998,64.762001,60.763
01/Jun/2023,59.713001,65.671997,61.362
02/Jun/2023,61.113998,66.603996,62.254002
05/Jun/2023,61.257999,66.188004,62.129002
06/Jun/2023,61.369999,66.306,62.275002
07/Jun/2023,61.799999,66.278,62.037998
08/Jun/2023,61.716999,66.656998,62.422001
09/Jun/2023,62.229,66.448997,62.493999
12/Jun/2023,62.279999,66.498001,63.076
13/Jun/2023,62.907001,67.221001,63.513
14/Jun/2023,63.009998,67.775002,63.564999
15/Jun/2023,63.549,68.065002,64.339996
16/Jun/2023,63.949001,68.514,64.102997
19/Jun/2023,63.539001,67.823997,64.102997
20/Jun/2023,62.907001,67.292999,63.799999
21/Jun/2023,62.349998,67.290001,63.465
22/Jun/2023,62.154999,66.989998,63.701
23/Jun/2023,61.583,66.32,63.213001
26/Jun/2023,61.418999,66.416,62.929001
27/Jun/2023,61.775002,66.708,63.650002
28/Jun/2023,61.591999,66.848,63.627998
29/Jun/2023,61.282001,66.850998,63.911999
30/Jun/2023,61.431,67.762001,64.695999
03/Jul/2023,62.402,67.595001,64.772003
04/Jul/2023,62.584999,67.608002,64.772003
05/Jul/2023,62.153999,66.962997,64.644997
06/Jul/2023,61.133999,65.357002,64.132004
07/Jul/2023,60.883999,65.879997,63.949001
10/Jul/2023,60.959999,66.153999,64.101997
11/Jul/2023,61.768002,66.706001,64.535004
12/Jul/2023,62.43,68.488998,65.013
13/Jul/2023,63.359001,69.378998,65.564003
14/Jul/2023,63.854,69.611,65.496002
17/Jul/2023,63.808998,69.112,65.749001
18/Jul/2023,63.458,69.552002,66.217003
19/Jul/2023,63.300999,69.404999,66.373001
20/Jul/2023,63.206001,69.456001,65.925003
21/Jul/2023,62.990002,69.478996,65.945999
24/Jul/2023,62.919998,69.309998,66.211998
25/Jul/2023,64.087997,69.406998,66.398003
26/Jul/2023,64.064003,69.140999,66.388
27/Jul/2023,64.266998,69.622002,65.960999
28/Jul/2023,64.766998,69.765999,66.612999
31/Jul/2023,64.997002,69.779999,66.710999
01/Aug/2023,64.760002,68.872002,66.532997
02/Aug/2023,63.326,67.627998,65.612
03/Aug/2023,63.066002,67.214996,65.445
04/Aug/2023,63.202999,67.948997,65.098
07/Aug/2023,63.097,67.893997,65.685997
08/Aug/2023,62.314999,67.417,65.408997
09/Aug/2023,62.608002,67.941002,64.947998
10/Aug/2023,62.603001,68.696999,64.964996
11/Aug/2023,61.943001,67.661003,64.894997
14/Aug/2023,61.233002,67.341003,65.267998
15/Aug/2023,60.955002,66.913002,64.514
16/Aug/2023,60.580002,66.682999,64.027
17/Aug/2023,60.462002,66.018997,63.533001
18/Aug/2023,59.876999,65.537003,63.523998
21/Aug/2023,59.588001,65.675003,63.960999
22/Aug/2023,60.016998,65.898003,63.783001
23/Aug/2023,60.235001,66.138,64.487
24/Aug/2023,60.986,65.828003,63.619999
25/Aug/2023,60.286999,65.385002,64.046997
28/Aug/2023,60.724998,66.164001,64.447998
29/Aug/2023,61.313999,66.954002,65.383003
30/Aug/2023,61.359001,67.448997,65.634003
31/Aug/2023,60.862999,66.827003,65.528999
01/Sep/2023,61.195999,66.539001,65.647003
04/Sep/2023,61.805,66.390999,65.647003
05/Sep/2023,61.206001,65.768997,65.372002
06/Sep/2023,60.931999,65.403,64.916
07/Sep/2023,60.445,65.329002,64.707001
08/Sep/2023,60.462002,65.524002,64.800003
11/Sep/2023,60.688,65.934998,65.235001
12/Sep/2023,60.577,65.623001,64.863998
13/Sep/2023,60.505001,65.556,64.944
14/Sep/2023,60.973999,66.111,65.491997
15/Sep/2023,61.153,66.276001,64.695
18/Sep/2023,60.605,65.626999,64.741997
19/Sep/2023,60.500999,65.681999,64.602997
20/Sep/2023,60.276001,66.434998,63.995998
21/Sep/2023,59.368999,65.211998,62.945999
22/Sep/2023,59.863998,65,62.801998
25/Sep/2023,59.441002,64.111,63.054001
26/Sep/2023,58.806,63.764,62.125
27/Sep/2023,58.872002,63.214001,62.139999
28/Sep/2023,58.612999,63.757,62.506001
29/Sep/2023,59.153,64.125999,62.335999
02/Oct/2023,59.073002,62.941002,62.341
03/Oct/2023,58.307999,62.150002,61.485001
04/Oct/2023,57.605999,62.166,61.983002
05/Oct/2023,57.752998,62.556999,61.902
06/Oct/2023,58.194,63.108002,62.633999
09/Oct/2023,58.075001,63.001999,63.028999
10/Oct/2023,58.641998,64.538002,63.356998
11/Oct/2023,59.404999,64.804001,63.629002
12/Oct/2023,59.768002,64.468002,63.230999
13/Oct/2023,59.062,63.555,62.914001
16/Oct/2023,58.744999,63.946999,63.581001
17/Oct/2023,59.055,64.047997,63.574001
18/Oct/2023,58.554001,63.157001,62.722
19/Oct/2023,57.789001,62.587002,62.189999
20/Oct/2023,57.465,61.856998,61.408001
23/Oct/2023,56.974998,62.016998,61.304001
24/Oct/2023,57.153,62.119999,61.75
25/Oct/2023,57.167,62.105,60.863998
26/Oct/2023,56.554001,61.533001,60.144001
27/Oct/2023,57.105,61.196999,59.855
30/Oct/2023,57.236,61.640999,60.574001
31/Oct/2023,56.82,61.687,60.966
01/Nov/2023,56.868,61.921001,61.606998
02/Nov/2023,57.777,63.355999,62.769001
03/Nov/2023,58.873001,64.107002,63.358002
06/Nov/2023,60.154999,64.091003,63.469002
07/Nov/2023,59.643002,63.640999,63.650002
08/Nov/2023,59.472,63.937,63.714001
09/Nov/2023,59.368,64.491997,63.199001
10/Nov/2023,58.875999,63.584999,64.184998
13/Nov/2023,59.120998,64.18,64.132004
14/Nov/2023,59.547001,65.844002,65.355003
15/Nov/2023,61.061001,66.295998,65.459
16/Nov/2023,60.983002,65.928001,65.537003
17/Nov/2023,60.626999,66.639999,65.621002
20/Nov/2023,61.179001,67.009003,66.106003
21/Nov/2023,61.368999,66.943001,65.973
22/Nov/2023,61.067001,66.728996,66.240997
23/Nov/2023,61.344002,67.182999,66.240997
24/Nov/2023,60.862999,67.583,66.279999
27/Nov/2023,60.689999,67.300003,66.151001
28/Nov/2023,61.182999,67.379997,66.216003
29/Nov/2023,61.032001,67.641998,66.153
30/Nov/2023,61.284,67.655998,66.403
01/Dec/2023,60.976002,67.831001,66.792999
04/Dec/2023,60.858002,67.667999,66.431999
05/Dec/2023,60.348,67.849998,66.393997
06/Dec/2023,60.530998,68.095001,66.135002
07/Dec/2023,60.23,67.875,66.662003
08/Dec/2023,60.533001,68.282997,66.934998
11/Dec/2023,60.423,68.331001,67.197998
12/Dec/2023,60.631001,68.436996,67.507004
13/Dec/2023,60.438,68.496002,68.428001
14/Dec/2023,61.618999,70.281998,68.609001
15/Dec/2023,62.139999,69.793999,68.603996
18/Dec/2023,61.955002,69.603996,68.915001
19/Dec/2023,61.998001,70.303001,69.319
20/Dec/2023,61.926998,70.336998,68.301003
21/Dec/2023,61.98,70.295998,69.004997
22/Dec/2023,61.605,70.542999,69.119003
25/Dec/2023,61.666,70.542999,69.119003
26/Dec/2023,61.993999,70.578003,69.412003
27/Dec/2023,62.695,71.269997,69.511002
28/Dec/2023,63.506001,71.207001,69.537003
29/Dec/2023,63.558998,70.994003,69.339996
01/Jan/2024,63.616001,70.994003,69.339996
02/Jan/2024,63.101002,70.266998,68.947998
03/Jan/2024,62.278999,69.445999,68.394997
04/Jan/2024,62.348999,70.253998,68.161003
05/Jan/2024,62.214001,70.218002,68.285004
08/Jan/2024,61.882999,70.414001,69.249001
09/Jan/2024,61.650002,69.945,69.146004
10/Jan/2024,61.400002,70.139999,69.538002
11/Jan/2024,61.758999,69.477997,69.491997
12/Jan/2024,61.855,70.175003,69.543999
15/Jan/2024,61.784,69.707001,69.543999
16/Jan/2024,60.826,69.100998,69.283997
17/Jan/2024,59.500999,68.167,68.894997
18/Jan/2024,59.685001,68.57,69.501999
19/Jan/2024,60.278999,68.600998,70.358002
22/Jan/2024,59.859001,69.134003,70.512001
23/Jan/2024,60.220001,68.609001,70.718002
24/Jan/2024,60.987999,69.850998,70.775002
25/Jan/2024,61.359001,69.608002,71.148003
26/Jan/2024,61.159,70.605003,71.100998
29/Jan/2024,61.474998,70.350998,71.639
30/Jan/2024,60.879002,70.713997,71.596001
31/Jan/2024,60.582001,70.873001,70.442001
01/Feb/2024,60.974998,70.400002,71.322998
02/Feb/2024,61.353001,70.244003,72.084999
05/Feb/2024,61.049,69.738998,71.855003
06/Feb/2024,62.076,70.291,72.021004
07/Feb/2024,62.243,70.206001,72.613998
08/Feb/2024,61.931999,70.154999,72.655998
09/Feb/2024,61.806999,70.242996,73.072998
12/Feb/2024,61.84,70.474998,73.003998
13/Feb/2024,61.884998,69.504997,72.004997
14/Feb/2024,62.014,69.861,72.695
15/Feb/2024,62.563,70.599998,73.117996
16/Feb/2024,63.091999,71.105003,72.766998
19/Feb/2024,63.101002,71.209,72.766998
20/Feb/2024,63.264,71.518997,72.330002
21/Feb/2024,63.365002,71.273003,72.421997
22/Feb/2024,63.912998,71.872002,73.950996
23/Feb/2024,63.841999,72.261002,73.976997
26/Feb/2024,63.581001,72.192001,73.696999
27/Feb/2024,63.806999,72.297997,73.822998
28/Feb/2024,63.247002,71.960999,73.699997
29/Feb/2024,63.384998,71.867996,74.085999
01/Mar/2024,63.617001,72.376999,74.679001
04/Mar/2024,63.972,72.557999,74.589996
05/Mar/2024,63.433998,72.454002,73.830002
06/Mar/2024,63.82,72.950996,74.209
07/Mar/2024,63.964001,73.852997,74.973999
08/Mar/2024,64.388,74.061996,74.484001
11/Mar/2024,64.510002,73.584,74.401001
12/Mar/2024,65.130997,74.259003,75.234001
13/Mar/2024,64.973,74.553001,75.088997
14/Mar/2024,65.107002,74.041,74.874001
15/Mar/2024,64.241997,73.790001,74.388
18/Mar/2024,64.447998,73.641998,74.858002
19/Mar/2024,63.808998,73.630997,75.280998
20/Mar/2024,64.079002,73.593002,75.952003
21/Mar/2024,65.085999,74.280998,76.196999
22/Mar/2024,64.526001,73.973999,76.091003
25/Mar/2024,64.328003,74.164001,75.858002
26/Mar/2024,64.571999,74.253998,75.646004
27/Mar/2024,64.364998,74.289001,76.299004
28/Mar/2024,64.593002,74.260002,76.384003
29/Mar/2024,64.766998,74.260002,76.384003
01/Apr/2024,64.696999,73.855003,76.230003
02/Apr/2024,65.184998,73.436996,75.678001
03/Apr/2024,64.768997,74.027,75.761002
04/Apr/2024,65.112,74.448997,74.825996
05/Apr/2024,64.922997,73.489998,75.656998
08/Apr/2024,65.137001,74.046997,75.627998
09/Apr/2024,65.523003,73.641998,75.737999
10/Apr/2024,65.679001,73.054001,75.022003
11/Apr/2024,65.504997,72.448997,75.580002
12/Apr/2024,64.674004,72.079002,74.480003
15/Apr/2024,63.993999,72.144997,73.584999
16/Apr/2024,62.695999,71.093002,73.433998
17/Apr/2024,62.858002,71.154999,73.009003
18/Apr/2024,63.238998,71.421997,72.848
19/Apr/2024,62.344002,71.483002,72.209999
22/Apr/2024,62.82,71.752998,72.839996
23/Apr/2024,63.285,72.888,73.711998
24/Apr/2024,64.238998,72.542,73.727997
25/Apr/2024,63.861,72.264,73.389999
26/Apr/2024,64.663002,72.852997,74.139
29/Apr/2024,65.272003,73.091003,74.375
30/Apr/2024,64.936996,72.452003,73.205002
01/May/2024,64.911003,72.285004,72.954002
02/May/2024,65.366997,72.167,73.620003
03/May/2024,65.900002,73.039001,74.543999
06/May/2024,66.226997,73.483002,75.314003
07/May/2024,66.322998,74.338997,75.415001
08/May/2024,66.221001,74.396004,75.414001
09/May/2024,66.028,74.702003,75.797997
10/May/2024,66.532997,75.209999,75.922997
13/May/2024,66.972,75.489998,75.904999
14/May/2024,67.111,75.736,76.272003
15/May/2024,67.339996,76.380997,77.166
16/May/2024,68.204002,76.306,77.004997
17/May/2024,68.279999,76.249001,77.095001
20/May/2024,68.412003,76.318001,77.166
21/May/2024,67.882004,76.166,77.359001
22/May/2024,68.000999,75.708,77.149002
23/May/2024,67.757004,75.722,76.580002
24/May/2024,67.237,75.700996,77.115997
27/May/2024,67.692001,76.014999,77.115997
28/May/2024,67.549004,75.665001,77.135002
29/May/2024,66.561996,74.450996,76.567001
30/May/2024,65.691002,75.072998,76.109001
31/May/2024,65.125,75.429001,76.720001
03/Jun/2024,66.388,75.752998,76.806
04/Jun/2024,65.310997,75.467003,76.921997
05/Jun/2024,65.983002,76.008003,77.833
06/Jun/2024,66.633003,76.616997,77.817001
07/Jun/2024,66.625999,76.017998,77.731003
10/Jun/2024,66.450996,75.278,77.931
11/Jun/2024,66.164001,74.509003,78.141998
12/Jun/2024,66.339996,76.150002,78.806999
13/Jun/2024,66.775002,74.658997,78.991997
14/Jun/2024,66.858002,73.398003,78.960999
17/Jun/2024,66.691002,73.639,79.566002
18/Jun/2024,67.164001,74.292,79.765999
19/Jun/2024,68,74.228996,79.765999
20/Jun/2024,68.029999,74.730003,79.565002
21/Jun/2024,67.482002,73.917999,79.441002
24/Jun/2024,67.32,74.764999,79.196999
25/Jun/2024,67.382004,74.428001,79.509003
26/Jun/2024,67.436996,73.894997,79.634003
27/Jun/2024,67.167,73.758003,79.706001
28/Jun/2024,67.440002,73.632004,79.379997
01/Jul/2024,67.510002,73.927002,79.593002
02/Jul/2024,67.038002,73.723999,80.085999
03/Jul/2024,67.82,74.657997,80.492996
04/Jul/2024,68.553001,75.108002,80.492996
05/Jul/2024,68.596001,75.056999,80.931999
08/Jul/2024,68.747002,75.087997,81.014
09/Jul/2024,69.018997,74.292999,81.073997
10/Jul/2024,68.989998,75.024002,81.902
11/Jul/2024,69.836998,75.820999,81.183998
12/Jul/2024,69.755997,76.717003,81.632004
15/Jul/2024,69.552002,75.971001,81.862
16/Jul/2024,69.372002,75.492996,82.386002
17/Jul/2024,69.004997,75.472,81.237999
18/Jul/2024,68.663002,75.197998,80.602997
19/Jul/2024,67.648003,74.454002,80.028
22/Jul/2024,67.391998,75.122002,80.890999
23/Jul/2024,67.484001,74.959,80.764999
24/Jul/2024,67.203003,74.550003,78.896004
25/Jul/2024,66.678001,74.030998,78.489998
26/Jul/2024,66.571999,74.632004,79.360001
29/Jul/2024,66.882004,74.207001,79.425003
30/Jul/2024,66.529999,74.435997,79.030998
31/Jul/2024,67.348,75.165001,80.278999
01/Aug/2024,67.536003,74.060997,79.18
02/Aug/2024,65.886002,72.921997,77.723999
05/Aug/2024,63.108002,71.734001,75.394997
06/Aug/2024,64,71.653999,76.176003
07/Aug/2024,65.208,72.731003,75.585999
08/Aug/2024,64.959999,72.639,77.328003
09/Aug/2024,66.023003,73.144997,77.689003
12/Aug/2024,66.375,73.158997,77.693001
13/Aug/2024,66.494003,73.712997,79.001999
14/Aug/2024,66.837997,74.608002,79.304001
15/Aug/2024,66.803001,75.128998,80.583
16/Aug/2024,67.899002,75.386002,80.744003
19/Aug/2024,68.513,76.362999,81.528999
20/Aug/2024,68.57,76.348999,81.366997
21/Aug/2024,68.348999,76.693001,81.711998
22/Aug/2024,68.353996,76.887001,80.982002
23/Aug/2024,68.334999,77.657997,81.912003
26/Aug/2024,68.558998,77.621002,81.653
27/Aug/2024,68.278999,77.706001,81.783997
28/Aug/2024,68.120003,77.712997,81.294998
29/Aug/2024,67.980003,77.908997,81.292
30/Aug/2024,68.288002,77.956001,82.112
02/Sep/2024,68.066002,77.926003,82.112
03/Sep/2024,67.682999,76.989998,80.375
04/Sep/2024,66.653,76.549004,80.247002
05/Sep/2024,66.808998,76.023003,80.003998
06/Sep/2024,66.734001,75.500999,78.624001
09/Sep/2024,66.023003,75.585999,79.533997
10/Sep/2024,65.987999,74.980003,79.889999
11/Sep/2024,65.727997,74.975998,80.741997
12/Sep/2024,66.778999,75.769997,81.347
13/Sep/2024,67.194,76.665001,81.787003
16/Sep/2024,67.425003,76.777,81.889999
17/Sep/2024,67.704002,77.057999,81.911003
18/Sep/2024,67.532997,76.607002,81.674004
19/Sep/2024,68.303001,77.734001,83.060997
20/Sep/2024,68.693001,76.724998,82.899002
23/Sep/2024,68.955002,76.974998,83.132004
24/Sep/2024,70.282997,77.639999,83.341003
25/Sep/2024,70.578003,77.703003,83.185997
26/Sep/2024,72.227997,78.617996,83.522003
27/Sep/2024,72.919998,79.081001,83.417
30/Sep/2024,72.692001,78.206001,83.771004
01/Oct/2024,72.800003,77.329002,82.989998
02/Oct/2024,73.754997,77.099998,83.000999
03/Oct/2024,72.827003,76.275002,82.861
04/Oct/2024,73.219002,76.240997,83.605003
07/Oct/2024,73.494003,76.454002,82.803001
08/Oct/2024,71.785004,75.998001,83.606003
09/Oct/2024,71.290001,76.334999,84.199997
10/Oct/2024,71.829002,76.035004,84.026001
11/Oct/2024,71.990997,76.598999,84.535004
14/Oct/2024,72.022003,76.819,85.185997
15/Oct/2024,71.380997,76.059998,84.538002
16/Oct/2024,71.027,75.747002,84.932999
17/Oct/2024,70.474998,76.030998,84.918999
18/Oct/2024,71.716003,76.403,85.255997
21/Oct/2024,71.299004,75.753998,85.100998
22/Oct/2024,70.913002,75.416,85.059998
23/Oct/2024,70.889,74.946999,84.278999
24/Oct/2024,70.436996,75.132004,84.459
25/Oct/2024,70.458,75.348,84.433998
28/Oct/2024,70.649002,75.551003,84.657997
29/Oct/2024,70.556999,74.974998,84.794998
30/Oct/2024,69.939003,74.455002,84.514999
31/Oct/2024,69.504997,73.530998,82.942001
01/Nov/2024,69.676003,74.285004,83.280998
04/Nov/2024,70.144997,74.365997,83.046997
05/Nov/2024,70.722,74.432999,84.065002
06/Nov/2024,70.272003,72.897003,86.192001
07/Nov/2024,70.809998,73.804001,86.832001
08/Nov/2024,70.507004,72.898003,87.158997
11/Nov/2024,69.900002,73.030998,87.242996
12/Nov/2024,68.490997,71.327003,86.990997
13/Nov/2024,67.902,71.126999,87.011002
14/Nov/2024,67.325996,71.791,86.485001
15/Nov/2024,67.362,70.959,85.343002
18/Nov/2024,67.654999,71.195999,85.677002
19/Nov/2024,67.978996,70.987,86.016998
20/Nov/2024,67.911003,70.542,86.018997
21/Nov/2024,67.391998,70.767998,86.477997
22/Nov/2024,67.502998,70.919998,86.778
25/Nov/2024,67.808998,71.472,87.040001
26/Nov/2024,67.482002,71.037003,87.538002
27/Nov/2024,67.522003,71.489998,87.205002
28/Nov/2024,67.029999,71.689003,87.205002
29/Nov/2024,66.962997,72.170998,87.694
02/Dec/2024,67.447998,72.040001,87.908997
03/Dec/2024,68.139999,72.655998,87.948997
04/Dec/2024,68.323997,72.987999,88.481003
05/Dec/2024,68.434998,73.559998,88.315002
06/Dec/2024,68.608002,73.622002,88.536003
09/Dec/2024,69.165001,73.911003,87.991997
10/Dec/2024,69.019997,72.906998,87.731003
11/Dec/2024,68.817001,73.018997,88.446999
12/Dec/2024,69.097,72.829002,87.969002
13/Dec/2024,68.728996,72.543999,87.966003
16/Dec/2024,68.491997,72.601997,88.300003
17/Dec/2024,67.871002,72.264,87.959
18/Dec/2024,68.001999,72.127998,85.364998
19/Dec/2024,67.161003,70.426003,85.291
20/Dec/2024,66.57,69.905998,86.218002
23/Dec/2024,67.172997,69.973,86.847
24/Dec/2024,67.362,70.109001,87.806
25/Dec/2024,67.415001,70.109001,87.806
26/Dec/2024,67.343002,70.153999,87.769997
27/Dec/2024,67.230003,70.776001,86.800003
30/Dec/2024,66.952003,70.169998,85.871002
31/Dec/2024,66.771004,70.379997,85.502998
01/Jan/2025,66.834999,70.379997,85.502998
02/Jan/2025,66.492996,70.260002,85.313004
03/Jan/2025,66.629997,70.015999,86.387001
06/Jan/2025,66.983002,71.407997,86.865997
07/Jan/2025,67.056,71.504997,85.901001
08/Jan/2025,66.478996,70.931999,86.035004
09/Jan/2025,66.211998,71.237999,86.035004
10/Jan/2025,65.629997,70.292,84.709
13/Jan/2025,64.513,69.57,84.843002
14/Jan/2025,65.378998,70.178001,84.940002
15/Jan/2025,65.549004,71.151001,86.495003
16/Jan/2025,66.223999,71.829002,86.313004
17/Jan/2025,66.438004,72.303001,87.175003
20/Jan/2025,67.082001,73.026001,87.175003
21/Jan/2025,67.120003,73.304001,87.939003
22/Jan/2025,67.196999,73.723999,88.478996
23/Jan/2025,67.135002,73.885002,88.948997
24/Jan/2025,67.674004,74.723,88.695
27/Jan/2025,67.519997,74.556999,87.402
28/Jan/2025,67.619003,74.292,88.208
29/Jan/2025,67.816002,74.654999,87.794998
30/Jan/2025,68.028999,75.352997,88.258003
31/Jan/2025,67.880997,75.182999,87.813004
03/Feb/2025,66.662003,73.964996,87.144997
04/Feb/2025,67.855003,74.668999,87.774002
05/Feb/2025,68.031998,75.321999,88.116997
06/Feb/2025,68.432999,75.816002,88.438004
07/Feb/2025,68.82,75.334999,87.600998
10/Feb/2025,68.819,75.563004,88.189003
11/Feb/2025,68.581001,75.917,88.219002
12/Feb/2025,68.976997,76.268997,87.978996
13/Feb/2025,69.115997,77.546997,88.896004
14/Feb/2025,69.859001,77.892998,88.889999
17/Feb/2025,70.194,78.103996,88.889999
18/Feb/2025,70.709,78.252998,89.107002
19/Feb/2025,70.582001,77.276001,89.319
20/Feb/2025,70.307999,77.488998,88.931999
21/Feb/2025,71.230003,77.711998,87.414001
24/Feb/2025,70.512001,77.772003,86.980003
25/Feb/2025,69.682999,78.112,86.572998
26/Feb/2025,70.491997,78.941002,86.584999
27/Feb/2025,69.785004,77.877998,85.210999
28/Feb/2025,68.123001,77.833,86.561996
03/Mar/2025,68.129997,79.304001,85.039001
04/Mar/2025,67.859001,77.962997,83.998001
05/Mar/2025,69.259003,80.347,84.935997
06/Mar/2025,70.234001,80.622002,83.421997
07/Mar/2025,70.066002,80.625,83.883003
10/Mar/2025,69.103996,79.329002,81.620003
11/Mar/2025,68.862,78.603996,81.002998
12/Mar/2025,68.984001,79.211998,81.398003
13/Mar/2025,68.669998,78.661003,80.267998
14/Mar/2025,69.510002,79.653,81.974998
17/Mar/2025,70.245003,80.670998,82.500999
18/Mar/2025,71.098,81.151001,81.622002
19/Mar/2025,70.981003,80.940002,82.502998
20/Mar/2025,70.82,80.392998,82.322998
21/Mar/2025,70.240997,79.652,82.390999
24/Mar/2025,70.528999,79.417,83.845001
25/Mar/2025,70.119003,79.998001,83.976997
26/Mar/2025,70.251999,79.267998,83.040001
27/Mar/2025,70.189003,79.045998,82.764999
28/Mar/2025,69.580002,78.622002,81.132004
31/Mar/2025,68.379997,77.317001,81.581001
01/Apr/2025,68.955002,78.194,81.889
02/Apr/2025,69.017998,78.121002,82.440002
03/Apr/2025,68.466003,77.856003,78.450996
04/Apr/2025,67.523003,73.123001,73.763
07/Apr/2025,62.176998,69.435997,73.591003
08/Apr/2025,62.245998,71.182999,72.435997
09/Apr/2025,61.678001,69.575996,79.328003
10/Apr/2025,63.876999,72.989998,76.583
11/Apr/2025,64.890999,73.940002,77.969002
14/Apr/2025,65.823997,76.083,78.587997
15/Apr/2025,66.446999,77.033997,78.452003
16/Apr/2025,65.753998,77.261002,76.694
17/Apr/2025,66.249001,76.949997,76.795998
18/Apr/2025,66.343002,76.949997,76.795998
21/Apr/2025,66.552002,77.912003,74.986
22/Apr/2025,66.666,78.011002,76.869003
23/Apr/2025,68.047997,78.514999,78.150002
24/Apr/2025,67.857002,78.964996,79.733002
25/Apr/2025,68.112999,79.219002,80.320999
28/Apr/2025,68.453003,79.676003,80.373001
29/Apr/2025,68.665001,79.964996,80.838997
30/Apr/2025,69.091003,80.262001,80.959
01/May/2025,69.036003,79.650002,81.469002
02/May/2025,70.359001,81.640999,82.668999
05/May/2025,70.750999,81.589996,82.140999
06/May/2025,70.616997,81.431,81.509003
