date,developing,Africa,Asia,America,med_developing,med_Africa,med_Asia,med_America
06/Jun/2022,151.487,163.396,160.285,98.389,100,100.324,101.179,99.815002
07/Jun/2022,151.184,163.344,160.025,97.749,100.013,103.539,101.079,99.815002
08/Jun/2022,150.845,163.379,159.638,97.51600000000001,100,100.324,100.624,99.815002
09/Jun/2022,150.631,162.844,159.467,97.208,100.01,100.028,100.376,99.815002
10/Jun/2022,150.273,162.36,159.292,95.896,100,100.028,100.276,99.815002
13/Jun/2022,149.507,161.51,158.71,94.157,100,99.813004,100.166,99.815002
14/Jun/2022,149.556,161.49,158.811,93.953,100,99.813004,100.094,99.815002
15/Jun/2022,149.91,161.643,159.038,95.084,100.013,100.925,100.213,99.815002
16/Jun/2022,149.901,161.449,159.088,94.82900000000001,100,100,100.514,99.815002
17/Jun/2022,149.668,161.565,158.919,94.10300000000001,100,100,100.405,99.815002
20/Jun/2022,149.783,161.484,159.109,93.886,100,100,100.3,99.815002
21/Jun/2022,149.847,161.672,159.082,94.399,100,100.054,100.39,99.815002
22/Jun/2022,149.662,161.76,158.93,93.92100000000001,100,100.14,100.296,99.815002
23/Jun/2022,149.591,161.592,158.952,93.383,100,99.872002,100.103,99.815002
24/Jun/2022,149.861,161.795,159.269,93.423,100,100.847,100.197,99.815002
27/Jun/2022,150.024,161.748,159.483,93.39400000000001,100,100.458,100.156,99.815002
28/Jun/2022,149.701,161.474,159.164,93.026,100,100,100.094,99.815002
29/Jun/2022,149.808,161.115,159.242,93.485,99.999001,99.813004,100.094,99.815002
30/Jun/2022,149.687,161.065,159.188,92.974,99.999001,100,100.035,99.815002
01/Jul/2022,149.48,160.932,159.105,92.06,100,100,100.035,99.815002
04/Jul/2022,149.453,160.924,159.062,92.10600000000001,100,100,100.094,99.815002
05/Jul/2022,148.969,160.527,158.662,91.126,99.917,99.813004,100.035,99.815002
06/Jul/2022,148.812,159.979,158.632,90.44500000000001,100,100,100.094,99.815002
07/Jul/2022,148.914,159.873,158.623,91.242,100,100,100.094,99.815002
08/Jul/2022,149.012,159.665,158.678,91.702,99.999001,100,100.036,99.815002
11/Jul/2022,148.53,159.343,158.373,90.182,100,100,100.094,99.815002
12/Jul/2022,148.399,159.495,158.328,89.465,100,100,100.094,99.815002
13/Jul/2022,148.425,159.371,158.248,90.13200000000001,100,99.813004,100.094,99.815002
14/Jul/2022,148.022,159.008,157.846,89.702,99.917,99.813004,100.007,99.815002
15/Jul/2022,148.185,159.051,157.87,90.676,99.929001,99.813004,100.009,99.815002
18/Jul/2022,148.2,158.922,157.878,90.79000000000001,100,100,100.089,100
19/Jul/2022,148.213,159.303,157.832,90.97800000000001,100,99.813004,100.094,99.815002
20/Jul/2022,147.987,159.027,157.65,90.52500000000001,99.999001,99.813004,100.094,99.815002
21/Jul/2022,147.8,159.181,157.473,90.14400000000001,99.815002,99.813004,100.039,99.815002
22/Jul/2022,147.901,159.273,157.608,90.062,99.999001,99.813004,100.094,99.815002
25/Jul/2022,148.045,159.126,157.609,91.11,100,99.813004,100.094,99.815002
26/Jul/2022,147.92,158.986,157.432,91.276,100,100,100.132,99.815002
27/Jul/2022,148.057,159.079,157.437,92.154,100,100,100.047,99.815002
28/Jul/2022,148.266,159.271,157.563,92.821,100,100,100.126,99.815002
29/Jul/2022,148.385,159.186,157.695,92.953,100,100,100.159,99.815002
01/Aug/2022,148.277,159.251,157.551,92.973,100,99.789001,100.222,99.815002
02/Aug/2022,148.184,158.674,157.731,91.59,100,99.789001,100.213,99.815002
03/Aug/2022,148.152,158.644,157.619,91.995,100,100,100.094,99.815002
04/Aug/2022,148.354,158.632,157.742,92.712,100,99.789001,100.148,99.815002
05/Aug/2022,148.254,158.358,157.626,92.776,100,100,100.094,99.815002
08/Aug/2022,148.388,158.431,157.663,93.46900000000001,100,100,100.091,99.815002
09/Aug/2022,148.382,158.479,157.672,93.35900000000001,100,100,100.094,99.815002
10/Aug/2022,148.795,158.838,158.031,94.093,100,100,100.186,99.815002
11/Aug/2022,148.582,158.805,157.81,93.842,100,100,100.226,99.815002
12/Aug/2022,148.731,158.771,157.838,94.727,100,100.028,100.094,99.815002
15/Aug/2022,148.457,158.293,157.559,94.569,100,100.324,100.251,99.815002
16/Aug/2022,148.325,158.248,157.503,93.989,100,100.324,100.132,99.815002
17/Aug/2022,148.243,157.664,157.524,93.548,100,100.324,100.04,99.815002
18/Aug/2022,148.003,157.393,157.324,93.11,100,100,100.094,99.815002
19/Aug/2022,147.687,157.203,156.967,92.959,100,100.028,100.07,99.815002
22/Aug/2022,147.46,156.814,156.688,93.086,99.999001,100,100.036,99.815002
23/Aug/2022,147.683,156.754,156.824,93.901,100,100,100.036,99.815002
24/Aug/2022,147.488,156.717,156.585,93.88200000000001,99.999001,100,100.009,99.815002
25/Aug/2022,147.603,156.852,156.693,94.026,100,99.789001,100.039,99.815002
26/Aug/2022,147.425,156.717,156.429,94.306,99.999001,100,100.009,99.815002
29/Aug/2022,147.182,156.655,156.062,94.657,99.999001,99.781998,100,99.815002
30/Aug/2022,147.074,156.538,156.11,93.70100000000001,99.999001,100,100,99.815002
31/Aug/2022,147.154,156.459,156.308,93.205,99.955002,100,100.006,99.815002
01/Sep/2022,146.9,156.225,156.112,92.629,99.999001,100,100,99.815002
02/Sep/2022,147.057,156.183,156.151,93.51000000000001,99.858002,100,100,99.815002
05/Sep/2022,146.79,156.183,155.808,93.542,99.999001,100,100,99.815002
06/Sep/2022,146.472,155.642,155.62,92.614,99.882004,99.781998,100,99.815002
07/Sep/2022,146.476,155.795,155.545,92.986,99.815002,99.781998,100,99.815002
08/Sep/2022,146.543,155.409,155.612,93.245,99.815002,100,100,99.815002
09/Sep/2022,146.843,155.614,155.88,93.754,99.823997,100,100,99.815002
12/Sep/2022,146.979,155.885,155.936,94.27500000000001,100,100,100.011,99.815002
13/Sep/2022,146.597,155.432,155.706,93.086,99.829002,99.781998,100.011,99.815002
14/Sep/2022,146.392,155.367,155.388,93.441,99.820999,100,100,99.815002
15/Sep/2022,145.95,155.068,155.005,92.618,99.815002,99.781998,100,99.815002
16/Sep/2022,146.033,154.927,155.123,92.607,99.815002,100,100,99.815002
19/Sep/2022,145.933,154.886,154.859,93.38,99.815002,99.901001,100,99.815002
20/Sep/2022,145.84,154.844,154.75,93.348,99.815002,100,100,99.815002
21/Sep/2022,145.54,154.576,154.436,93.114,99.815002,99.781998,100,99.815002
22/Sep/2022,145.247,154.504,153.977,93.63500000000001,99.815002,99.966003,99.999001,99.815002
23/Sep/2022,144.585,154.051,153.466,92.063,99.815002,99.250999,100,99.815002
26/Sep/2022,144.212,153.556,153.294,90.64100000000001,99.815002,99.192001,100,99.815002
27/Sep/2022,143.977,153.512,152.986,90.72500000000001,99.815002,99.781998,99.999001,99.815002
28/Sep/2022,143.914,153.523,152.802,91.294,99.815002,99.781998,99.971001,99.815002
29/Sep/2022,144.351,153.458,153.411,90.997,99.815002,99.781998,99.952003,99.815002
30/Sep/2022,144.368,153.305,153.489,90.755,99.815002,99.781998,99.999001,99.815002
03/Oct/2022,144.649,153.678,153.433,92.83800000000001,99.856003,100,100,99.815002
04/Oct/2022,144.711,153.883,153.463,93.011,99.815002,99.781998,99.999001,99.815002
05/Oct/2022,144.666,153.748,153.503,92.542,99.815002,99.440002,99.999001,99.815002
06/Oct/2022,144.519,153.403,153.407,92.203,99.815002,99.177002,100,99.815002
07/Oct/2022,144.419,153.278,153.235,92.505,99.815002,99.781998,99.999001,99.815002
10/Oct/2022,144.247,152.726,153.031,92.663,99.815002,99.766998,100,99.815002
11/Oct/2022,144.032,152.573,152.927,91.815,99.815002,99.302002,99.999001,99.815002
12/Oct/2022,143.992,152.378,152.882,91.867,99.815002,98.585999,99.999001,99.815002
13/Oct/2022,144.05,152.461,152.888,92.20700000000001,99.815002,98.613998,100,99.815002
14/Oct/2022,143.725,152.012,152.663,91.383,99.815002,98.377998,100,99.815002
17/Oct/2022,143.748,152.248,152.621,91.67100000000001,99.815002,98.471001,100,99.815002
18/Oct/2022,143.708,152.243,152.532,91.88200000000001,99.815002,98.120003,100,99.815002
19/Oct/2022,143.331,151.736,152.173,91.462,99.815002,98.292,100,99.815002
20/Oct/2022,143.516,151.757,152.339,91.822,99.815002,98.348999,100,99.815002
21/Oct/2022,143.455,151.953,152.15,92.35600000000001,99.815002,98.494003,100,99.815002
24/Oct/2022,143.113,151.516,151.961,91.211,100,97.596001,100,100
25/Oct/2022,143.089,151.657,151.902,91.313,99.815002,98.239998,100,99.815002
26/Oct/2022,143.797,151.69,152.85,90.988,99.815002,98.308998,100,99.815002
27/Oct/2022,143.185,146.827,152.358,91.499,99.815002,99.244003,100,99.815002
28/Oct/2022,143.093,146.529,152.202,91.848,99.815002,98.517998,100,99.815002
31/Oct/2022,142.723,145.243,151.706,92.551,99.815002,97.860001,100,99.815002
01/Nov/2022,142.941,145.218,151.942,92.771,99.815002,98.123001,100,99.815002
02/Nov/2022,142.844,145.293,151.784,92.93000000000001,99.815002,98.387001,100,99.815002
03/Nov/2022,142.719,144.806,151.639,93.069,99.815002,98.032997,100,99.815002
04/Nov/2022,143.686,145.092,152.707,93.77200000000001,99.815002,99.044998,99.985001,99.815002
07/Nov/2022,143.431,145.314,152.477,93.176,99.815002,98.052002,99.985001,99.815002
08/Nov/2022,143.402,145.333,152.396,93.414,99.815002,98.008003,99.989998,99.815002
09/Nov/2022,143.347,145.3,152.382,93.128,99.815002,99.507004,99.999001,99.815002
10/Nov/2022,143.838,145.514,153.068,92.67,99.815002,97.950996,99.999001,99.815002
11/Nov/2022,144.403,145.917,153.768,92.56,99.815002,99.781998,99.999001,99.815002
14/Nov/2022,144.555,145.716,153.943,92.733,99.815002,99.781998,100,99.815002
15/Nov/2022,144.733,145.766,154.17,92.699,99.815002,99.781998,100,99.815002
16/Nov/2022,144.27,145.731,153.713,92.02500000000001,100,97.482002,100,100
17/Nov/2022,143.773,145.503,153.168,91.68000000000001,99.815002,99.735001,99.999001,99.815002
18/Nov/2022,143.963,145.471,153.394,91.76600000000001,99.815002,97.046997,100,99.815002
21/Nov/2022,143.658,145.138,152.977,92.084,99.815002,99.781998,99.999001,99.815002
22/Nov/2022,143.85,145.282,153.2,92.125,99.815002,99.781998,99.985001,99.815002
23/Nov/2022,143.793,145.507,153.084,92.27,99.815002,99.781998,99.999001,99.815002
24/Nov/2022,143.917,145.477,153.197,92.51600000000001,99.815002,99.781998,100,99.815002
25/Nov/2022,143.756,145.454,153.095,91.979,99.815002,99.781998,100,99.815002
28/Nov/2022,143.49,145.312,152.691,92.414,99.815002,96.478996,100,99.815002
29/Nov/2022,143.962,145.412,153.124,93.255,99.815002,99.781998,100,99.815002
30/Nov/2022,144.531,145.354,153.74,93.83200000000001,99.815002,96.503998,100,99.815002
01/Dec/2022,144.935,144.766,154.233,94.164,99.859001,99.781998,100,99.815002
02/Dec/2022,145.028,144.909,154.457,93.51900000000001,99.815002,97.274002,100,99.815002
05/Dec/2022,145.184,145.448,154.81,92.438,99.815002,97.057999,100.005,99.815002
06/Dec/2022,144.912,145.509,154.388,92.849,99.815002,97.452003,100,99.815002
07/Dec/2022,145.177,145.703,154.634,93.244,99.964996,99.781998,100,99.815002
08/Dec/2022,145.215,145.715,154.691,93.19200000000001,99.945999,99.781998,100,99.815002
09/Dec/2022,145.229,145.551,154.768,92.932,99.882004,97.584,100.071,99.815002
12/Dec/2022,144.911,145.139,154.535,92.191,99.964996,99.781998,100.005,99.815002
13/Dec/2022,145.346,145.764,154.882,93.024,99.999001,99.781998,100.07,99.815002
14/Dec/2022,145.324,146.418,154.832,92.876,100,100,100.019,99.815002
15/Dec/2022,145.017,146.611,154.521,92.379,99.964996,100,100.071,99.815002
16/Dec/2022,145.03,146.531,154.559,92.295,99.964996,100,100.007,99.815002
19/Dec/2022,145.001,146.763,154.481,92.423,99.856003,100,100.009,99.815002
20/Dec/2022,145.269,146.836,154.68,93.154,99.918999,99.781998,100.009,99.815002
21/Dec/2022,145.101,146.66,154.437,93.40000000000001,100,100,100.007,99.815002
22/Dec/2022,145.135,146.65,154.412,93.773,100,99.781998,100.007,99.815002
23/Dec/2022,145.161,146.562,154.408,94.011,99.815002,99.781998,100.002,99.815002
26/Dec/2022,145.432,146.645,154.819,93.60000000000001,99.815002,100,100,99.815002
27/Dec/2022,145.169,146.086,154.639,93.008,99.856003,100,100.001,99.815002
28/Dec/2022,145.176,146.551,154.572,93.22,99.964996,100,100,99.815002
29/Dec/2022,145.3,146.451,154.773,93.02,99.815002,99.781998,100.001,99.815002
30/Dec/2022,145.767,146.575,155.355,93.004,99.964996,100,100,99.815002
02/Jan/2023,145.524,146.537,155.136,92.54600000000001,100,100,100.007,99.815002
03/Jan/2023,145.388,146.318,155.131,91.72200000000001,99.915001,100,100.007,99.815002
04/Jan/2023,145.462,144.863,155.275,92.057,99.964996,100,100,99.815002
05/Jan/2023,145.52,143.909,155.313,92.64700000000001,99.922997,100,100,99.815002
06/Jan/2023,146.057,143.833,155.753,93.968,100,100,100.009,99.815002
09/Jan/2023,146.529,143.941,156.375,93.777,100,100,100.145,99.815002
10/Jan/2023,146.65,143.891,156.41,94.432,100,100,100.186,99.815002
11/Jan/2023,146.696,142.001,156.506,95.017,100,99.781998,100.28,99.815002
12/Jan/2023,147.145,142.288,156.942,95.60600000000001,100,97.782997,100.28,99.815002
13/Jan/2023,147.456,142.345,157.296,95.794,100,99.781998,100.287,99.815002
16/Jan/2023,147.142,141.943,157.011,95.351,100,99.781998,100.375,99.815002
17/Jan/2023,146.917,141.892,156.634,95.886,100,98.115997,100.23,99.815002
18/Jan/2023,146.972,141.734,156.893,94.916,100,97.848999,100.698,99.815002
19/Jan/2023,146.778,141.427,156.684,94.84700000000001,99.999001,97.916,100.433,99.815002
20/Jan/2023,146.812,141.58,156.696,94.96000000000001,100,97.903,100.47,99.815002
23/Jan/2023,146.728,141.451,156.574,95.101,99.999001,98.318001,100.371,99.815002
24/Jan/2023,146.824,141.232,156.599,95.714,100,99.758003,100.608,99.815002
25/Jan/2023,146.921,141.377,156.63,96.15300000000001,99.928001,98.219002,100.615,99.815002
26/Jan/2023,146.855,141.161,156.539,96.286,100,98.219002,100.58,99.815002
27/Jan/2023,146.573,141.116,156.239,96.003,100,99.189003,100.608,99.815002
30/Jan/2023,146.935,140.775,156.759,95.79600000000001,100,97.917999,100.894,99.815002
31/Jan/2023,146.849,140.633,156.61,96.077,100,97.852997,100.756,99.815002
01/Feb/2023,142.195,141.089,150.602,96.693,100,98.377998,100.721,99.815002
02/Feb/2023,142.232,141.031,150.644,96.739,100,98.358002,100.436,99.815002
03/Feb/2023,141.621,140.49,150.189,95.247,100,97.933998,100.761,99.815002
06/Feb/2023,141.067,140.281,149.588,94.80200000000001,99.999001,98.233002,100.093,99.815002
07/Feb/2023,141.238,140.2,149.785,94.937,99.980003,97.929001,100.075,99.815002
08/Feb/2023,141.279,139.904,149.887,94.782,99.999001,98.115997,100.158,99.815002
09/Feb/2023,141.341,139.818,150.033,94.446,99.999001,98.115997,100.358,99.815002
10/Feb/2023,141.225,139.689,149.77,95.139,100,97.904999,100.223,99.815002
13/Feb/2023,141.131,139.609,149.561,95.66800000000001,100,97.813004,100.254,99.815002
14/Feb/2023,141.08,139.57,149.499,95.67400000000001,100,98.115997,100.294,99.815002
15/Feb/2023,140.805,139.405,149.257,95.18000000000001,99.950996,97.931999,100.089,99.815002
16/Feb/2023,140.783,139.243,149.227,95.259,99.999001,98.098999,100.061,99.815002
17/Feb/2023,140.803,139.302,149.128,95.907,99.865997,98.134003,100.023,99.815002
20/Feb/2023,140.878,139.099,149.261,95.786,99.950996,97.848999,100.041,99.815002
21/Feb/2023,140.679,138.867,149.058,95.619,99.856003,97.619003,100.034,99.815002
22/Feb/2023,140.594,138.873,148.88,96.006,99.850998,97.529999,100.009,99.815002
23/Feb/2023,140.322,138.837,148.524,96.10000000000001,99.862,97.577003,100,99.815002
24/Feb/2023,140.046,138.559,148.322,95.417,99.950996,97.529999,100.005,99.815002
27/Feb/2023,139.947,138.512,148.169,95.58500000000001,99.856003,97.529999,100,99.815002
28/Feb/2023,140.223,138.602,148.547,95.383,99.815002,97.529999,100,99.815002
01/Mar/2023,140.861,138.793,149.17,96.29300000000001,99.856003,97.529999,100,99.815002
02/Mar/2023,140.434,138.645,148.679,96.102,99.884003,97.529999,100,99.815002
03/Mar/2023,140.698,138.752,148.928,96.509,99.815002,97.529999,100,99.815002
06/Mar/2023,140.573,138.683,148.707,96.88800000000001,99.912003,97.529999,100,99.815002
07/Mar/2023,140.19,138.46,148.345,96.32600000000001,99.856003,97.529999,100,99.815002
08/Mar/2023,140.275,138.177,148.383,96.821,99.815002,97.529999,100,99.815002
09/Mar/2023,140.092,138.255,148.261,96.193,99.815002,97.529999,100,99.815002
10/Mar/2023,140.389,138.438,148.722,95.64,99.815002,97.529999,100,99.815002
13/Mar/2023,140.642,138.681,149.198,94.67700000000001,99.815002,97.529999,100.004,99.815002
14/Mar/2023,140.535,138.714,148.969,95.17700000000001,99.815002,97.529999,100.003,99.815002
15/Mar/2023,140.012,138.437,148.534,94.072,99.982002,96.279999,100.005,100
16/Mar/2023,140.208,138.395,148.631,94.91200000000001,99.815002,97.359001,100,99.815002
17/Mar/2023,140.244,138.495,148.792,94.233,99.944,97.359001,99.972,100
20/Mar/2023,140.382,138.346,148.891,94.705,99.815002,97.263,100,99.815002
21/Mar/2023,140.352,138.373,148.787,95.05800000000001,99.815002,97.263,100,99.815002
22/Mar/2023,140.477,138.715,148.887,95.227,99.815002,97.263,100,99.815002
23/Mar/2023,140.983,138.882,149.567,94.92700000000001,100,97.282997,100.025,100
24/Mar/2023,140.762,138.75,149.196,95.48700000000001,99.903,97.282997,100.008,99.815002
27/Mar/2023,140.713,138.632,149.041,96.048,99.815002,97.282997,100,99.815002
28/Mar/2023,140.855,138.834,149.118,96.51900000000001,99.830002,97.282997,100,99.815002
29/Mar/2023,140.877,138.946,149.033,97.09,99.830002,97.282997,100,99.815002
30/Mar/2023,141.035,139.231,149.159,97.368,99.848999,96.850998,100.005,99.815002
31/Mar/2023,141.085,139.193,149.172,97.65900000000001,99.853996,96.850998,100.001,99.815002
03/Apr/2023,141.031,139.311,149.119,97.52200000000001,99.835999,97.285004,100.009,99.815002
04/Apr/2023,141.046,139.378,149.158,97.38800000000001,99.864998,97.065002,100.007,99.815002
05/Apr/2023,141.02,139.279,149.131,97.392,99.971001,96.847,100.001,99.815002
06/Apr/2023,141.039,139.007,149.2,97.26900000000001,99.950996,96.556999,100.004,99.815002
07/Apr/2023,141.11,139.012,149.249,97.48400000000001,99.856003,96.556999,100.004,99.815002
10/Apr/2023,140.963,138.934,149.099,97.32300000000001,99.857002,96.556999,100,99.815002
11/Apr/2023,140.984,139.042,149.013,97.89400000000001,99.964996,97.935997,100.005,99.815002
12/Apr/2023,141.199,138.926,149.125,98.812,99.964996,96.341003,100,99.815002
13/Apr/2023,141.374,139.23,149.292,98.976,99.964996,96.538002,100,99.815002
14/Apr/2023,141.33,139.179,149.218,99.099,99.995003,96.538002,100.005,99.815002
17/Apr/2023,141.125,138.83,149.045,98.776,100,96.279999,100,100
18/Apr/2023,141.071,138.947,149.04,98.386,99.904999,96.538002,100,99.815002
19/Apr/2023,140.86,138.881,148.91,97.667,99.911003,96.279999,100.007,99.815002
20/Apr/2023,141.023,139.056,149.047,97.97200000000001,99.919998,96.279999,100.005,99.815002
21/Apr/2023,140.89,138.95,148.892,97.949,99.856003,96.279999,100,99.815002
24/Apr/2023,140.889,138.808,148.883,98.048,99.919998,96.279999,100,99.815002
25/Apr/2023,140.379,138.652,148.31,97.738,99.856003,96.151001,100.003,99.815002
26/Apr/2023,140.638,138.579,148.676,97.55,99.919998,95.767998,100.001,99.815002
27/Apr/2023,140.798,138.664,148.743,98.245,99.944,96.408997,100,99.815002
28/Apr/2023,140.896,138.941,148.855,98.196,99.944,96.357002,100.003,99.815002
01/May/2023,140.885,138.885,148.836,98.248,99.964996,96.408997,100,99.815002
02/May/2023,140.818,138.77,148.842,97.8,99.856003,96.279999,100,99.815002
03/May/2023,140.92,138.945,148.86,98.328,99.919998,96.279999,100,99.815002
04/May/2023,140.777,138.7,148.666,98.508,99.93,96.796997,100.007,99.815002
05/May/2023,141.043,138.67,148.886,99.152,99.942001,96.279999,100.012,99.815002
08/May/2023,140.945,138.682,148.851,98.66500000000001,99.932999,96.279999,100.015,99.815002
09/May/2023,140.602,138.302,148.402,98.916,100,96.538002,100.019,99.815002
10/May/2023,140.842,138.027,148.592,99.643,100,96.538002,100.015,99.815002
11/May/2023,140.45,137.697,148.127,99.623,100,96.928001,100.023,99.815002
12/May/2023,140.381,137.529,148.025,99.77500000000001,99.950996,96.867996,100.019,99.815002
15/May/2023,140.669,137.797,148.26,100.36,99.93,96.745003,100.016,99.815002
16/May/2023,140.342,137.395,148.006,99.672,99.953003,96.719002,100.01,99.815002
17/May/2023,140.155,137.311,147.786,99.619,99.921997,96.867996,100.013,99.815002
18/May/2023,139.763,136.944,147.411,99.121,99.856003,96.867996,100.021,99.815002
19/May/2023,139.861,136.895,147.605,98.762,99.919998,96.667,100.011,99.815002
22/May/2023,139.697,136.989,147.376,98.836,99.874001,96.608002,100.016,99.815002
23/May/2023,139.52,136.912,147.179,98.732,99.874001,96.608002,100.021,99.815002
24/May/2023,139.531,136.76,147.144,99.06100000000001,99.815002,96.672997,100.02,99.815002
25/May/2023,139.218,136.05,146.938,98.33500000000001,99.830002,96.346001,100.01,99.815002
26/May/2023,139.453,135.975,147.08,99.2,99.815002,95.486,100,99.815002
29/May/2023,139.324,136.065,146.942,99.03400000000001,99.815002,96.279999,100.009,99.815002
30/May/2023,139.092,135.848,146.701,98.84100000000001,99.815002,95.356003,100,99.815002
31/May/2023,138.727,135.576,146.318,98.53700000000001,99.815002,95.290001,100.001,99.815002
01/Jun/2023,138.985,135.629,146.52,99.18600000000001,99.856003,95.526001,100.003,99.815002
02/Jun/2023,139.054,135.582,146.517,99.699,99.815002,95.68,100.005,99.815002
05/Jun/2023,138.921,135.592,146.263,100.172,99.908997,95.234001,100.002,99.815002
06/Jun/2023,138.766,135.476,146.008,100.542,99.856003,95.234001,100.006,99.815002
07/Jun/2023,138.24,135.463,145.345,100.551,99.944,95.234001,100.015,99.815002
08/Jun/2023,138.389,135.476,145.515,100.642,100,95.234001,100.001,100
09/Jun/2023,138.073,135.17,145.047,101.155,99.870003,94.820999,100.006,99.815002
12/Jun/2023,138.133,135.391,145.104,101.166,99.815002,96.667,100.001,99.815002
13/Jun/2023,138.022,135.182,144.962,101.264,99.944,96.796997,100.004,99.815002
14/Jun/2023,137.689,127.548,145.018,101.862,99.839996,97.039001,100.002,99.835999
15/Jun/2023,137.964,127.622,145.334,101.995,99.839996,96.987,100,99.833
16/Jun/2023,137.901,126.752,145.319,102.01,99.944,96.238998,100.001,99.835999
19/Jun/2023,137.657,125.853,145.023,102.318,99.957001,96.402,100.003,99.875999
20/Jun/2023,137.416,124.963,144.857,101.938,99.944,96.402,100.002,99.835999
21/Jun/2023,137.227,123.617,144.649,102.339,99.944,96.402,100.001,99.815002
22/Jun/2023,137.075,123.408,144.493,102.236,99.986,96.402,100.007,99.815002
23/Jun/2023,136.871,122.733,144.337,101.967,99.856003,96.402,100.007,99.815002
26/Jun/2023,136.453,123.372,143.718,102.205,99.986,96.402,100.011,99.815002
27/Jun/2023,136.495,122.921,143.842,102.007,99.856003,96.402,100.003,99.815002
28/Jun/2023,136.282,122.982,143.625,101.698,99.936996,96.402,100.001,99.815002
29/Jun/2023,135.935,122.472,143.259,101.522,99.971001,95.233002,100.006,99.835999
30/Jun/2023,136.254,122.263,143.566,102.131,99.996002,95.233002,100.001,99.815002
03/Jul/2023,136.147,122.331,143.434,102.087,99.986,94.053001,100.006,99.822998
04/Jul/2023,136.532,122.392,143.956,101.854,99.986,93.846001,100.01,99.835999
05/Jul/2023,136.229,122.201,143.579,101.911,99.987,93.733002,100.005,99.875999
06/Jul/2023,135.942,121.809,143.468,100.703,99.866997,93.846001,100.001,99.815002
07/Jul/2023,136.019,122.186,143.425,101.316,99.973999,93.846001,100.001,99.841003
10/Jul/2023,135.907,121.777,143.329,101.236,99.865997,93.846001,100,99.815002
11/Jul/2023,136.392,122.217,143.845,101.577,99.986,93.920998,100,99.825996
12/Jul/2023,136.647,122.683,144.005,102.262,99.884003,94.575996,100,99.815002
13/Jul/2023,137.106,123.077,144.492,102.591,99.975998,95.176003,100,99.815002
14/Jul/2023,137.18,122.989,144.536,102.896,99.986,95.267998,100.014,99.815002
17/Jul/2023,136.94,123.114,144.233,102.846,99.999001,95.950996,100.018,99.815002
18/Jul/2023,136.55,122.873,143.767,102.813,99.964996,95.913002,100.001,99.815002
19/Jul/2023,136.36,123.098,143.45,103.145,99.918999,95.799004,100.001,99.815002
20/Jul/2023,136.561,122.84,143.807,102.684,99.856003,95.5,100,99.815002
21/Jul/2023,136.647,123.076,143.908,102.629,99.815002,95.676003,100,99.815002
24/Jul/2023,136.746,122.641,143.945,103.289,99.815002,95.386002,100.001,99.815002
25/Jul/2023,137.026,122.867,144.351,102.901,99.958,94.989998,100,99.815002
26/Jul/2023,136.983,122.938,144.225,103.261,99.862999,94.967003,100.001,99.815002
27/Jul/2023,136.628,123.012,143.81,103.053,99.829002,94.343002,100,99.815002
28/Jul/2023,136.633,123.205,143.708,103.569,99.853996,95.309998,100.001,99.815002
31/Jul/2023,136.869,123.157,144.031,103.45,99.815002,94.389999,100,99.815002
01/Aug/2023,136.442,122.799,143.706,102.43,99.815002,94.595001,100,99.815002
02/Aug/2023,136.115,121.85,143.477,101.829,99.815002,94.973,100,99.815002
03/Aug/2023,135.994,121.597,143.645,100.186,99.815002,94.889,100,99.815002
04/Aug/2023,136.181,122.384,143.629,101.228,99.815002,94.469002,100,99.815002
07/Aug/2023,135.986,122.636,143.403,101.018,99.815002,95.169998,100,99.815002
08/Aug/2023,135.157,121.827,142.46,100.799,99.815002,95.526001,99.992996,99.815002
09/Aug/2023,135.778,121.56,143.231,100.981,99.815002,95.526001,100,99.815002
10/Aug/2023,135.787,121.612,143.204,101.169,99.815002,95.526001,99.999001,99.815002
11/Aug/2023,135.622,121.463,143.003,101.188,99.815002,95.526001,99.999001,99.815002
14/Aug/2023,135.071,121.323,142.439,100.534,99.815002,95.526001,100,99.815002
15/Aug/2023,134.806,121.473,142.184,100.045,99.815002,95.526001,100,99.815002
16/Aug/2023,134.859,120.737,142.327,99.934,99.815002,95.440002,100,99.815002
17/Aug/2023,134.973,121.515,142.374,100.134,99.815002,95.398003,100,99.815002
18/Aug/2023,135.105,122.036,142.477,100.266,99.815002,94.889,100,99.815002
21/Aug/2023,134.849,122.123,142.15,100.255,99.815002,95.398003,100,99.889
22/Aug/2023,135.077,121.822,142.368,100.758,99.815002,95.313004,100,99.815002
23/Aug/2023,135.388,122.12,142.549,101.782,99.815002,94.469002,100,99.815002
24/Aug/2023,135.614,121.818,142.894,101.579,99.815002,94.177002,100,99.815002
25/Aug/2023,135.364,121.461,142.572,101.775,99.815002,93.639999,99.997002,99.815002
28/Aug/2023,135.348,121.449,142.577,101.637,99.815002,94.053001,100,99.815002
29/Aug/2023,135.439,121.557,142.658,101.78,99.815002,93.852997,100,99.815002
30/Aug/2023,135.361,121.432,142.598,101.622,99.815002,93.304001,100,99.815002
31/Aug/2023,135.353,121.265,142.792,100.574,99.815002,93.236,100,99.815002
01/Sep/2023,135.355,121.604,142.764,100.596,99.815002,92.982002,100,99.815002
04/Sep/2023,135.225,121.448,142.636,100.468,99.815002,93.033997,100,99.815002
05/Sep/2023,134.829,121.112,142.309,99.672,99.815002,93.033997,100,99.815002
