date,developing,Africa,Asia,America,med_developing,med_Africa,med_Asia,med_America
04/Mar/2021,165.347,181.169,177.605,91.694,102.254,103.265,103.624,99.815002
05/Mar/2021,164.919,181.139,177.133,91.34,102.113,105.138,103.494,99.815002
08/Mar/2021,163.843,180.486,176.056,90.093,101.051,103.29,103.783,99.815002
09/Mar/2021,164.599,180.789,176.833,90.925,101.422,103.588,103.061,99.815002
10/Mar/2021,165.087,181.149,177.183,92.22200000000001,102.093,103.988,103.73,99.815002
11/Mar/2021,165.474,181.516,177.412,93.479,101.877,103.449,103.783,99.815002
12/Mar/2021,165.086,181.419,177.006,93.07300000000001,102.013,104.12,103.783,99.815002
15/Mar/2021,165.196,181.455,177.186,92.828,102.013,102.809,104.049,99.815002
16/Mar/2021,165.234,181.286,177.256,92.774,101.582,102.538,104.049,99.815002
17/Mar/2021,165.321,181.6,177.241,93.324,102.013,102.856,104.05,100
18/Mar/2021,165.741,181.182,177.787,93.407,102.093,104.369,104.049,99.815002
19/Mar/2021,166.119,181.275,178.174,93.858,101.887,102.204,104.049,99.815002
22/Mar/2021,164.634,181.084,176.355,93.652,102.219,102.68,103.783,99.815002
23/Mar/2021,164.099,180.717,175.826,93.023,101.767,101.944,103.783,99.815002
24/Mar/2021,163.909,180.589,175.743,92.21900000000001,101.361,102.131,103.783,99.815002
25/Mar/2021,163.706,180.452,175.471,92.36200000000001,101.159,101.776,103.283,100.745
26/Mar/2021,163.263,180.592,175.021,91.715,101.092,103.049,103.223,99.815002
29/Mar/2021,162.851,180.53,174.551,91.474,100.99,101.414,103.683,99.815002
30/Mar/2021,162.451,180.444,174.044,91.527,100.863,101.086,103.752,99.822998
31/Mar/2021,163.006,180.556,174.506,92.77800000000001,101.042,102.493,103.615,99.828003
01/Apr/2021,163.132,180.817,174.684,92.56400000000001,101.167,102.678,103.636,99.815002
02/Apr/2021,163.002,180.762,174.526,92.55800000000001,101.167,102.678,103.559,99.815002
05/Apr/2021,163.186,180.955,174.697,92.803,101.167,101.183,103.318,99.815002
06/Apr/2021,163.414,181.063,174.83,93.60000000000001,101.577,101.58,103.489,99.815002
07/Apr/2021,163.189,181.123,174.569,93.456,101.562,101.688,103.833,99.907997
08/Apr/2021,163.206,181.382,174.476,93.976,102.038,102.125,103.556,100
09/Apr/2021,162.983,181.327,174.356,93.117,102.342,103.988,103.715,99.869003
12/Apr/2021,162.948,181.424,174.36,92.81100000000001,102.342,103.624,103.494,99.815002
13/Apr/2021,163.042,181.559,174.436,92.98700000000001,102.488,104.472,103.789,99.905998
14/Apr/2021,163.355,181.676,174.75,93.378,102.482,104.663,103.783,99.815002
15/Apr/2021,163.501,182.014,174.802,93.955,103.148,104.56,104.145,99.822998
16/Apr/2021,163.466,181.747,174.752,94.099,103.124,104.56,103.86,99.815002
19/Apr/2021,163.5,181.774,174.734,94.422,103.132,104.219,103.728,99.815002
20/Apr/2021,163.406,181.628,174.696,94.04600000000001,102.805,104.538,103.783,99.833
21/Apr/2021,163.312,181.61,174.55,94.19800000000001,103.134,103.985,103.788,99.833
22/Apr/2021,163.14,181.469,174.252,94.709,102.809,103.841,103.739,99.815002
23/Apr/2021,162.997,181.573,174.092,94.553,102.809,105.104,104.203,99.815002
26/Apr/2021,163.321,181.667,174.474,94.66,102.49,105.017,103.783,99.815002
27/Apr/2021,163.435,181.545,174.694,94.285,102.429,104.246,103.786,99.815002
28/Apr/2021,163.674,181.659,174.797,95.322,102.707,104.441,103.783,99.815002
29/Apr/2021,163.733,181.777,174.92,95.00700000000001,102.759,105.919,103.783,99.815002
30/Apr/2021,163.421,181.37,174.735,94.04000000000001,102.584,104.272,103.785,99.815002
03/May/2021,163.53,181.235,174.889,94.005,102.172,104.624,103.737,99.815002
04/May/2021,163.351,181.098,174.693,93.901,102.429,104.282,103.741,99.815002
05/May/2021,163.462,181.185,174.747,94.336,102.563,104.21,103.789,99.815002
06/May/2021,163.809,181.406,175.004,95.232,102.495,104.079,103.771,99.815002
07/May/2021,164.341,181.826,175.527,95.855,103.158,105.249,103.965,100
10/May/2021,164.413,181.848,175.573,96.089,103.111,105.035,104.262,99.815002
11/May/2021,164.296,181.886,175.432,96.04300000000001,103.2,105.15,104.524,99.815002
12/May/2021,163.596,181.634,174.748,95.06,103.159,104.693,104.436,99.815002
13/May/2021,163.557,181.673,174.623,95.46300000000001,103.097,104.747,104.43,99.815002
14/May/2021,163.707,179.022,174.929,95.931,103.342,105.527,104.199,99.815002
17/May/2021,163.901,178.805,175.206,95.84100000000001,103.182,104.666,104.171,99.815002
18/May/2021,163.991,179.081,175.289,95.898,103.797,105.079,104.522,99.815002
19/May/2021,163.68,179,174.999,95.37,103.685,105.316,104.902,99.815002
20/May/2021,163.786,179.112,175.101,95.501,103.834,105.119,104.91,99.815002
21/May/2021,163.659,179.193,175.061,94.81100000000001,103.705,106.214,104.918,99.815002
24/May/2021,163.865,179.164,175.272,95.08800000000001,103.725,105.057,104.896,99.815002
25/May/2021,163.77,179.333,175.181,94.86,104.078,105.625,105.25,99.815002
26/May/2021,163.95,179.312,175.376,95.041,103.685,105.256,105.631,99.815002
27/May/2021,163.988,179.024,175.359,95.521,103.494,105.21,105.356,99.815002
28/May/2021,164.093,179.027,175.454,95.71900000000001,103.6,105.216,105.689,99.815002
31/May/2021,164.219,178.988,175.612,95.735,103.751,104.877,105.57,100
01/Jun/2021,164.032,178.958,175.299,96.172,103.685,104.83,105.049,99.815002
02/Jun/2021,164.044,179.308,175.148,96.938,103.685,105.032,105.101,99.853996
03/Jun/2021,163.562,179.03,174.64,96.51000000000001,103.279,104.782,105.187,99.853996
04/Jun/2021,163.83,179.321,174.844,97.118,103.637,104.741,104.664,99.853996
07/Jun/2021,163.999,179.218,175.045,97.22800000000001,103.678,104.894,104.69,99.858002
08/Jun/2021,163.955,179.276,174.94,97.47200000000001,103.36,104.821,104.69,100
09/Jun/2021,164.051,179.153,175.101,97.30800000000001,103.459,104.719,105.014,100
10/Jun/2021,164.301,179.07,175.42,97.321,103.712,104.783,105.023,99.907997
11/Jun/2021,164.199,179.023,175.447,96.48700000000001,103.251,104.526,105.118,99.822998
14/Jun/2021,164.07,178.799,175.244,96.804,102.683,105.564,104.791,99.831001
15/Jun/2021,163.768,178.698,174.887,96.71600000000001,102.765,104.224,104.903,99.956001
16/Jun/2021,163.619,178.506,174.822,96.127,102.764,103.767,104.7,99.867996
17/Jun/2021,162.825,178.146,173.822,96.27500000000001,102.472,103.389,104.566,99.821999
18/Jun/2021,162.556,177.806,173.719,95.13200000000001,101.95,105.332,104.454,99.815002
21/Jun/2021,162.489,177.743,173.489,95.952,102.313,102.802,104.321,99.815002
22/Jun/2021,162.635,177.64,173.575,96.536,102.426,102.854,104.317,100
23/Jun/2021,162.759,177.731,173.693,96.70700000000001,102.512,102.837,104.407,99.815002
24/Jun/2021,162.773,177.718,173.546,97.61,102.547,102.782,104.34,99.815002
25/Jun/2021,162.792,177.833,173.572,97.548,102.779,104.061,104.388,99.822998
28/Jun/2021,162.922,177.575,173.715,97.77500000000001,102.739,102.868,104.489,99.907997
29/Jun/2021,162.684,177.335,173.482,97.50700000000001,102.597,102.706,104.64,99.815002
30/Jun/2021,162.738,177.266,173.6,97.262,102.283,102.476,104.574,99.815002
01/Jul/2021,162.552,177.072,173.527,96.462,101.625,102.457,104.162,99.815002
02/Jul/2021,162.541,177.368,173.436,96.758,101.415,103.61,104.292,99.897003
05/Jul/2021,162.618,177.233,173.616,96.363,101.438,102.499,104.315,99.901001
06/Jul/2021,162.235,177.055,173.357,95.218,101.428,102.285,104.263,99.815002
07/Jul/2021,162.189,177.137,173.344,94.931,101.428,102.103,104.185,99.815002
08/Jul/2021,161.968,177.133,173.126,94.61200000000001,101.524,103.235,104.295,99.815002
09/Jul/2021,162.213,177.33,173.377,94.84,101.553,102.467,104.033,99.815002
12/Jul/2021,162.346,177.076,173.443,95.505,101.547,102.382,104.378,99.815002
13/Jul/2021,162.356,176.581,173.539,95.252,101.719,101.974,104.141,99.815002
14/Jul/2021,162.596,176.821,173.642,96.239,101.579,102.331,103.909,99.815002
15/Jul/2021,162.6,176.719,173.745,95.745,101.596,102.233,104.137,99.815002
16/Jul/2021,162.542,176.798,173.651,95.828,101.319,102.201,104.055,99.815002
19/Jul/2021,162.067,176.588,173.308,94.51900000000001,101.148,102.103,104.043,99.815002
20/Jul/2021,162.204,176.619,173.455,94.649,101.497,102.098,103.842,99.815002
21/Jul/2021,162.395,176.641,173.651,94.88500000000001,101.29,102.207,103.881,99.815002
22/Jul/2021,162.394,176.574,173.667,94.81400000000001,101.502,102.028,104.191,100
23/Jul/2021,162.306,176.453,173.566,94.812,101.645,102.863,104.515,99.815002
26/Jul/2021,162.324,176.309,173.568,94.98700000000001,101.529,102.246,104.187,99.815002
27/Jul/2021,162.078,176.433,173.247,94.995,101.29,102.438,104.133,99.815002
28/Jul/2021,162.34,176.413,173.468,95.602,101.376,102.464,104.007,99.815002
29/Jul/2021,162.925,176.855,174.099,95.99000000000001,101.433,103.61,103.933,99.815002
30/Jul/2021,162.717,176.797,174.043,94.896,101.404,103.338,104.092,99.815002
02/Aug/2021,162.92,176.896,174.279,94.961,101.347,102.608,104.053,99.815002
03/Aug/2021,162.788,177.073,174.134,94.764,101.404,102.546,104.065,99.815002
04/Aug/2021,162.68,176.781,174.011,94.82000000000001,101.547,102.388,104.098,99.815002
05/Aug/2021,162.509,176.539,173.91,94.298,101.664,102.412,104.145,99.815002
06/Aug/2021,162.072,176.312,173.416,94.08500000000001,101.563,101.988,104.352,99.815002
09/Aug/2021,161.919,176.08,173.26,93.98,101.563,102.001,104.151,99.815002
10/Aug/2021,162.073,175.98,173.381,94.414,101.323,101.892,104.029,99.815002
11/Aug/2021,162.15,176.066,173.456,94.502,101.231,102.007,104.233,99.815002
12/Aug/2021,162.241,175.83,173.618,94.348,100.796,101.79,103.97,99.815002
13/Aug/2021,162.353,175.974,173.711,94.54300000000001,101.287,102.708,103.968,99.815002
16/Aug/2021,162.454,175.821,173.888,94.33200000000001,101.19,102.057,104.026,99.815002
17/Aug/2021,162.308,175.622,173.81,93.842,101.114,101.723,103.897,99.815002
18/Aug/2021,162.211,175.462,173.798,93.30200000000001,101.175,102.543,103.679,99.815002
19/Aug/2021,161.92,175.305,173.52,92.889,100.99,104.777,103.465,99.815002
20/Aug/2021,161.887,175.268,173.487,92.858,101.863,104.151,103.343,99.815002
23/Aug/2021,162.252,175.478,173.918,92.926,101.863,102.332,103.441,99.815002
24/Aug/2021,162.546,175.573,174.087,93.98999999999999,101.053,106.179,103.813,99.815002
25/Aug/2021,162.622,175.643,174.136,94.209,101.198,106.004,103.846,99.815002
26/Aug/2021,162.461,175.656,174.015,93.76000000000001,101.194,105.948,103.743,99.815002
27/Aug/2021,162.852,176.009,174.361,94.414,101.119,102.985,103.725,99.815002
30/Aug/2021,162.945,176.099,174.432,94.63,101.556,107.018,103.97,99.815002
31/Aug/2021,163.285,176.269,174.757,95.119,101.611,105.053,104.092,99.815002
01/Sep/2021,163.306,176.372,174.798,94.993,101.314,104.567,104.23,99.815002
02/Sep/2021,163.368,176.421,174.869,95.012,101.465,106.907,104.29,99.815002
03/Sep/2021,163.318,176.567,174.796,95.005,101.581,106.968,104.365,99.815002
06/Sep/2021,163.372,176.501,174.851,95.108,101.556,107.018,104.546,99.815002
07/Sep/2021,163.072,176.431,174.492,95.03100000000001,101.425,106.859,104.29,99.815002
08/Sep/2021,162.64,176.489,174.15,93.902,101.396,106.968,103.665,99.815002
09/Sep/2021,162.915,176.535,174.354,94.66,101.472,106.682,104.279,99.815002
10/Sep/2021,162.916,176.533,174.397,94.435,101.308,105.909,104.279,99.815002
13/Sep/2021,162.947,176.661,174.375,94.715,101.248,106.777,104.226,99.815002
14/Sep/2021,162.943,176.379,174.433,94.489,101.235,103.966,104.117,99.815002
15/Sep/2021,163.069,176.219,174.556,94.748,101.026,106.317,103.992,99.815002
16/Sep/2021,162.605,176.073,174.047,94.40300000000001,100.951,106.561,104.021,99.815002
17/Sep/2021,162.245,175.918,173.673,94.033,100.98,106.223,104.065,99.815002
20/Sep/2021,162.081,175.607,173.576,93.566,100.589,105.006,103.888,99.815002
21/Sep/2021,162.195,175.629,173.646,93.958,100.678,102.244,103.799,99.815002
22/Sep/2021,162.137,175.576,173.588,93.89400000000001,100.324,103.51,103.787,99.815002
23/Sep/2021,161.967,175.758,173.363,93.876,100.516,102.611,103.807,99.815002
24/Sep/2021,161.637,175.688,173.003,93.605,100.408,102.574,103.942,99.815002
27/Sep/2021,161.727,175.561,173.214,93.124,100.263,102.466,103.819,99.815002
28/Sep/2021,161.437,175.537,172.956,92.545,100.212,102.4,103.635,99.815002
29/Sep/2021,161.196,175.351,172.704,92.348,100.29,104.888,103.322,99.815002
30/Sep/2021,161.399,175.264,173.022,92.03700000000001,100.129,104.657,103.476,99.815002
01/Oct/2021,161.605,175.437,173.113,92.887,100.129,104.945,103.525,99.815002
04/Oct/2021,161.456,175.488,173.042,92.23100000000001,101.364,101.61,103.689,100
05/Oct/2021,161.374,175.39,172.996,91.96000000000001,101.219,101.581,102.21,99.815002
06/Oct/2021,161.309,175.369,172.935,91.85000000000001,101.22,103.572,103.62,99.815002
07/Oct/2021,161.285,175.177,172.964,91.60600000000001,100.129,105.587,103.706,99.815002
08/Oct/2021,161.08,175.253,172.712,91.545,100.101,101.738,103.744,99.815002
11/Oct/2021,160.885,175.033,172.544,91.211,100.129,101.734,103.689,99.815002
12/Oct/2021,160.86,175.109,172.463,91.44800000000001,100.232,100.891,103.787,99.815002
13/Oct/2021,161.059,175.314,172.61,91.932,100.145,101.204,103.795,99.815002
14/Oct/2021,160.867,175.145,172.397,91.843,100.1,103.069,103.84,99.815002
15/Oct/2021,160.864,175.412,172.263,92.44200000000001,100.129,102.95,103.854,99.815002
18/Oct/2021,160.682,175.31,172.114,92.05,100.129,101.222,103.901,99.815002
19/Oct/2021,161.122,175.555,172.677,91.89700000000001,100.103,101.628,104.13,99.815002
20/Oct/2021,161.218,175.884,172.783,91.837,100.1,102.235,104.32,99.815002
21/Oct/2021,160.485,173.364,172.154,91.288,100.1,101.651,104.424,99.815002
22/Oct/2021,160.442,173.272,172.064,91.51900000000001,101.337,102.228,104.334,99.815002
25/Oct/2021,160.531,173.277,172.063,92.13800000000001,100.29,101.808,104.33,99.815002
26/Oct/2021,160.592,173.124,172.174,92.018,100.103,101.29,104.369,99.815002
27/Oct/2021,160.565,172.751,172.157,92.083,100.203,101.29,104.558,99.815002
28/Oct/2021,160.464,172.813,172.166,91.304,100.1,102.226,104.576,99.815002
29/Oct/2021,160.196,172.595,171.883,91.096,100.1,101.778,104.362,99.815002
01/Nov/2021,160.236,172.3,172.069,90.482,100.129,102.002,104.39,99.815002
02/Nov/2021,160.147,172.204,171.968,90.46000000000001,100.324,102.445,104.259,99.815002
03/Nov/2021,160.207,172.334,171.851,91.461,100.129,101.859,104.228,99.815002
04/Nov/2021,160.106,172.386,171.791,91.071,100.129,103.195,104.182,99.815002
05/Nov/2021,160.291,172.619,171.889,91.709,100.129,101.814,104.182,99.815002
08/Nov/2021,160.454,172.786,172.069,91.777,100.68,102.42,104.02,99.815002
09/Nov/2021,160.407,172.696,171.925,92.285,100.701,103.287,104.215,99.815002
10/Nov/2021,160.113,172.125,171.694,91.764,101.22,102.007,103.964,99.815002
11/Nov/2021,160.086,172.103,171.556,92.33800000000001,100.129,102.007,103.777,99.815002
12/Nov/2021,160.016,172.123,171.518,92.05500000000001,100.129,101.989,103.788,99.815002
15/Nov/2021,159.857,172.023,171.337,91.993,100.129,102.692,103.925,99.815002
16/Nov/2021,159.266,171.485,170.738,91.42400000000001,100.103,101.863,103.729,99.815002
17/Nov/2021,159,171.362,170.452,91.20400000000001,100.04,101.438,103.651,99.815002
18/Nov/2021,158.449,171.289,169.838,90.79900000000001,100.059,101.554,103.765,99.815002
19/Nov/2021,158.052,170.972,169.421,90.474,100.1,101.319,103.777,99.815002
22/Nov/2021,157.854,170.714,169.182,90.52800000000001,100.129,100.559,103.477,99.815002
23/Nov/2021,156.397,170.865,167.369,90.342,100.103,100.656,103.448,99.815002
24/Nov/2021,156.936,170.792,168.152,89.803,100.1,100.324,103.24,99.815002
25/Nov/2021,157.086,170.686,168.348,89.81400000000001,100,100,103.196,99.815002
26/Nov/2021,156.359,170.518,167.585,89.048,100,99.813004,103.167,99.815002
29/Nov/2021,156.084,170.618,167.199,89.21900000000001,100,100,103.031,99.815002
30/Nov/2021,155.796,170.941,166.756,89.52800000000001,100.081,100.324,103.071,99.815002
01/Dec/2021,155.873,170.924,166.952,88.994,100,100,102.999,99.815002
02/Dec/2021,155.547,171.055,166.416,89.626,100.016,100.028,102.982,99.815002
03/Dec/2021,155.44,170.738,166.332,89.479,100,99.813004,103.113,99.815002
06/Dec/2021,155.323,170.937,166.195,89.336,100.059,100.295,102.579,99.815002
07/Dec/2021,155.766,171.03,166.608,90.09100000000001,100.082,100.564,102.827,99.815002
08/Dec/2021,155.935,171.231,166.689,90.729,100.082,101.467,103.162,99.815002
09/Dec/2021,155.488,171.015,166.206,90.381,100.008,100.028,103.013,99.815002
10/Dec/2021,155.434,171.024,166.156,90.282,100,100,103.051,99.815002
13/Dec/2021,155.421,170.892,166.247,89.744,100,99.813004,102.956,99.815002
14/Dec/2021,154.889,170.717,165.674,89.286,100,99.813004,102.857,99.815002
15/Dec/2021,154.616,170.834,165.283,89.501,100,100,103.008,99.815002
16/Dec/2021,154.148,170.874,164.652,89.705,100.01,100,103.06,99.815002
17/Dec/2021,153.701,170.847,164.09,89.715,100.129,100.351,102.843,99.815002
20/Dec/2021,155.524,171.059,166.448,89.292,100.059,101.065,102.824,99.815002
21/Dec/2021,156.459,170.919,167.647,89.229,100.082,100.552,102.964,99.815002
22/Dec/2021,157.007,170.921,168.201,89.96900000000001,100.082,101.51,103.2,99.815002
23/Dec/2021,157.75,171.136,169.123,89.96000000000001,100.059,101.697,103.322,99.815002
24/Dec/2021,158.667,171.067,170.279,89.979,100.082,102.413,103.288,99.815002
27/Dec/2021,157.512,171.118,168.77,90.255,100.059,101.69,103.317,99.815002
28/Dec/2021,157.428,170.857,168.677,90.3,100.1,101.101,103.218,99.815002
29/Dec/2021,156.582,170.607,167.701,89.91,100.005,100,103.322,99.815002
30/Dec/2021,156.274,170.658,167.157,90.744,100.059,100.097,103.363,99.815002
31/Dec/2021,156.268,170.546,167.165,90.708,100.011,100,103.324,99.815002
03/Jan/2022,156.316,170.594,167.341,90.054,100.059,100.362,103.086,99.815002
04/Jan/2022,155.942,170.391,166.876,90.102,100.003,100,103.229,99.815002
05/Jan/2022,155.811,170.568,166.724,89.96000000000001,100.1,100.202,103.162,99.815002
06/Jan/2022,155.521,170.679,166.307,90.19500000000001,100.059,101.229,102.943,99.815002
07/Jan/2022,155.667,170.881,166.383,90.70700000000001,100.028,101.602,102.93,99.815002
10/Jan/2022,155.745,170.754,166.531,90.483,100.059,101.619,103.02,99.815002
11/Jan/2022,155.947,171.002,166.632,91.221,100.059,101.999,103.159,99.815002
12/Jan/2022,156.6,171.419,167.362,91.548,100.059,102.152,103.368,99.815002
13/Jan/2022,156.287,171.374,166.955,91.63800000000001,100.103,103.349,103.492,99.815002
14/Jan/2022,156.345,171.249,167.044,91.605,100.059,102.152,103.504,99.815002
17/Jan/2022,156.432,171.173,167.14,91.714,100.1,103.564,103.208,99.815002
18/Jan/2022,156.189,170.967,166.933,91.256,100.129,102.167,103.056,99.815002
19/Jan/2022,156.491,171.209,167.153,92.026,100.103,102.166,103.219,99.815002
20/Jan/2022,156.605,171.288,167.257,92.21300000000001,100.1,104.219,103.185,99.815002
21/Jan/2022,156.569,171.544,167.206,92.14100000000001,100.059,104.181,103.176,99.815002
24/Jan/2022,156.49,171.255,167.213,91.676,100.1,102.822,102.85,99.815002
25/Jan/2022,156.538,171.214,167.219,91.989,100.1,102.152,102.881,99.815002
26/Jan/2022,156.451,171.014,167.135,91.93900000000001,100.1,102.152,102.694,99.815002
27/Jan/2022,155.951,170.587,166.523,92.018,100.059,102.297,102.353,99.815002
28/Jan/2022,156.109,170.379,166.712,92.161,100.1,102.201,102.352,99.815002
31/Jan/2022,156.508,170.698,167.056,92.892,100.103,102.72,101.779,99.815002
01/Feb/2022,156.519,171.054,166.978,93.246,100.059,103.07,102.019,99.815002
02/Feb/2022,156.42,170.713,166.889,93.191,100,103.044,102.479,99.815002
03/Feb/2022,156.367,170.988,166.838,92.988,100.059,102.882,102.567,99.815002
04/Feb/2022,156.268,170.525,166.839,92.492,100.028,102.861,102.647,99.815002
07/Feb/2022,156.323,170.746,166.793,93.036,100.028,102.056,102.585,99.815002
08/Feb/2022,156.32,170.741,166.782,93.072,100.103,102.501,102.477,99.815002
09/Feb/2022,156.457,170.844,166.86,93.55200000000001,100.1,102.152,102.725,99.815002
10/Feb/2022,156.5,170.918,166.914,93.524,100.028,100.78,102.869,99.815002
11/Feb/2022,156.422,170.923,166.822,93.486,100.059,102.297,102.915,99.815002
14/Feb/2022,156.322,170.734,166.654,93.79600000000001,100.078,102.449,102.451,99.815002
15/Feb/2022,156.628,170.784,166.941,94.31100000000001,100.052,104.173,102.425,99.815002
16/Feb/2022,156.756,171.044,167.016,94.675,100,102.458,102.746,99.815002
17/Feb/2022,156.712,171.014,166.996,94.48999999999999,100.028,102.589,102.937,99.815002
18/Feb/2022,156.834,170.945,167.118,94.697,100.059,102.735,102.93,99.815002
21/Feb/2022,156.775,170.786,167.017,94.90600000000001,100.129,105.226,102.908,99.815002
22/Feb/2022,156.79,170.811,166.948,95.377,100.103,102.472,103.098,99.815002
23/Feb/2022,156.945,170.899,167.045,95.876,100.1,102.443,103.131,99.815002
24/Feb/2022,156.174,170.414,166.394,94.327,100.028,102.007,102.852,99.815002
25/Feb/2022,156.562,170.687,166.833,94.485,100.011,101.518,102.793,99.815002
28/Feb/2022,156.446,170.317,166.74,94.352,100.059,101.679,102.313,99.815002
01/Mar/2022,156.288,170.062,166.596,94.15300000000001,100.1,102.007,102.365,99.815002
02/Mar/2022,156.249,170.227,166.424,94.759,100.059,101.188,101.838,99.865997
03/Mar/2022,156.208,170.13,166.257,95.432,100.059,101.091,101.836,99.815002
04/Mar/2022,155.934,170.031,166.075,94.581,100.019,100.512,101.8,99.815002
07/Mar/2022,155.556,169.762,165.758,93.82900000000001,100.011,100.324,101.737,99.815002
08/Mar/2022,155.492,169.673,165.617,94.196,100,100.324,100.344,99.815002
09/Mar/2022,155.675,170.172,165.623,95.212,100,100.324,100.369,99.815002
10/Mar/2022,155.492,170.425,165.396,95.08200000000001,100,100.028,100.483,99.815002
11/Mar/2022,155.27,170.356,165.206,94.629,100.01,100.028,100.566,99.815002
14/Mar/2022,154.991,170.206,164.931,94.271,100,100.324,100.424,99.815002
15/Mar/2022,154.975,170.404,164.94,94.029,100,100.324,100.346,99.815002
16/Mar/2022,155.368,170.578,165.249,94.96900000000001,100,100.442,100.319,99.815002
17/Mar/2022,155.482,170.69,165.311,95.373,100.011,100.583,100.383,99.815002
18/Mar/2022,155.273,170.59,165.007,95.636,100.011,100.442,100.352,99.815002
21/Mar/2022,155.05,165.545,164.976,96.381,100.011,100.527,100.444,99.815002
22/Mar/2022,154.995,164.976,164.876,96.78700000000001,100,100.324,100.344,99.815002
23/Mar/2022,155.014,165.407,164.736,97.499,100,100.324,100.293,99.815002
24/Mar/2022,155.176,165.866,164.862,97.73700000000001,100,100.028,100.679,99.815002
25/Mar/2022,155.293,165.686,164.875,98.54300000000001,100.028,100.163,100.794,99.815002
28/Mar/2022,155.234,165.399,164.873,98.26900000000001,100,100.324,101.899,99.817001
29/Mar/2022,155.623,165.788,165.275,98.589,100.059,100.324,102.612,99.815002
30/Mar/2022,155.722,166.215,165.372,98.562,100.1,100.324,104.305,99.815002
31/Mar/2022,155.77,166.008,165.394,98.86500000000001,100.129,100.442,104.802,99.815002
01/Apr/2022,155.656,165.852,165.115,99.66800000000001,100.028,100.879,104.762,99.817001
04/Apr/2022,155.898,166.085,165.258,100.455,100.129,101.29,104.368,99.827003
05/Apr/2022,155.697,165.971,165.197,99.45400000000001,100.129,101.576,103.014,99.934998
06/Apr/2022,155.489,165.568,165.128,98.559,100.059,101.433,100.827,99.824997
07/Apr/2022,155.381,165.459,165.069,98.18600000000001,100.005,101.576,100.309,99.843002
08/Apr/2022,155.474,165.606,165.069,98.76900000000001,100.016,101.576,100.155,99.815002
11/Apr/2022,155.516,165.662,165.092,98.908,100.1,101.987,100.865,99.888
12/Apr/2022,155.634,165.755,165.156,99.333,100.059,102.313,101.07,99.815002
13/Apr/2022,155.625,166.085,165.134,99.251,100.1,102.297,101.926,99.907997
14/Apr/2022,155.441,165.982,164.988,98.82600000000001,100.059,102.313,102.2,100
15/Apr/2022,155.49,166.069,165.02,98.94800000000001,100.059,102.297,102.191,99.907997
18/Apr/2022,155.583,165.833,165.069,99.42100000000001,100.129,102.343,101.574,100
19/Apr/2022,155.223,165.516,164.713,99.024,100.047,102.297,101.817,99.853996
20/Apr/2022,155.099,165.355,164.484,99.485,100.059,101.863,101.968,99.815002
21/Apr/2022,154.746,164.944,164.14,99.108,100.072,102.007,101.878,99.824997
22/Apr/2022,154.018,164.698,163.565,97.34100000000001,100.019,101.882,101.746,99.824997
25/Apr/2022,153.351,164.547,162.9,96.449,100.013,101.626,101.214,99.815002
26/Apr/2022,153.157,164.278,162.911,95.16500000000001,100.1,100.529,101.02,99.815002
27/Apr/2022,153.162,164.133,162.873,95.47200000000001,100.003,100.165,100.939,99.822998
28/Apr/2022,152.638,163.745,162.252,95.41500000000001,100.003,100,100.771,99.815002
29/Apr/2022,152.741,164.07,162.379,95.3,100.033,100.784,100.907,99.815002
02/May/2022,152.56,163.769,162.366,94.25,100.011,100.324,100.609,99.815002
03/May/2022,152.819,164.217,162.438,95.452,100.059,101.024,100.704,99.815002
04/May/2022,153.033,164.498,162.566,96.11,100.033,101.29,101.133,99.815002
05/May/2022,152.369,163.889,162.003,94.872,100,100,100.774,100
06/May/2022,152.102,163.782,161.712,94.664,100.019,100.028,100.767,99.82
09/May/2022,151.278,163.644,160.878,93.607,100,100,100.28,99.815002
10/May/2022,151.229,163.729,160.758,93.889,100,100,100.159,99.815002
11/May/2022,151.266,163.896,160.778,93.96900000000001,100,100.163,100.331,100
12/May/2022,150.744,163.7,160.12,94.053,100,99.813004,100.252,99.822998
13/May/2022,150.76,163.579,160.017,94.777,100,99.747002,100.094,99.815002
16/May/2022,150.699,163.451,159.911,94.991,100,99.265999,100.132,99.815002
17/May/2022,151.044,163.775,160.115,96.114,100,100.166,100.132,99.860001
18/May/2022,150.758,163.646,159.844,95.682,100,99.796997,100.366,99.815002
19/May/2022,151.246,163.924,160.325,96.29600000000001,100.019,100.492,100.294,99.815002
20/May/2022,151.411,163.975,160.41,96.946,100.011,100.52,100.241,99.822998
23/May/2022,151.844,163.85,160.864,97.499,100,101.126,100.646,99.834
24/May/2022,151.755,163.798,160.752,97.51600000000001,100.011,101.788,100.646,99.858002
25/May/2022,151.309,163.628,160.202,97.52200000000001,100.011,100.629,100.646,99.858002
26/May/2022,151.06,163.577,159.769,98.196,100,100.028,100.646,99.836998
27/May/2022,151.508,163.511,160.239,98.739,100,102.199,100.646,99.875
30/May/2022,151.727,163.599,160.502,98.77800000000001,100,102.87,100.909,99.843002
31/May/2022,151.61,163.482,160.347,98.86500000000001,100.011,101.903,101.16,99.815002
01/Jun/2022,151.391,163.409,160.229,98.033,100.008,100.324,101.107,99.815002
02/Jun/2022,151.654,163.511,160.453,98.581,100.003,101.47,101.092,99.815002
03/Jun/2022,151.666,163.421,160.449,98.71900000000001,100.003,100.028,101.092,100
